
block,熊本1区,namae,木原 稔,age,45,party,自民,status,前,namae,松野 頼久,age,54,party,維新,status,前,namae,高本 征尚,age,29,party,共産,status,新,
block,熊本2区,namae,広瀬 由美,age,58,party,共産,status,新,namae,野田 毅,age,73,party,自民,status,前,
block,熊本3区,namae,坂本 哲志,age,64,party,自民,status,前,namae,芋生 よしや,age,59,party,共産,status,新,
block,熊本4区,namae,井芹 栄次,age,58,party,共産,status,新,namae,園田 博之,age,72,party,次世,status,前,
block,熊本5区,namae,今泉 克己,age,64,party,社民,status,新,namae,橋田 芳昭,age,59,party,共産,status,新,namae,金子 恭之,age,53,party,自民,status,前,
