
block,山形1区,namae,石川 渉,age,41,party,共産,status,新,namae,遠藤 利明,age,64,party,自民,status,前,namae,原田 和広,age,41,party,民主,status,新,
block,山形2区,namae,近藤 洋介,age,49,party,民主,status,前,namae,白根沢 澄子,age,64,party,共産,status,新,namae,鈴木 憲和,age,32,party,自民,status,前,
block,山形3区,namae,阿部 寿一,age,55,party,無所,status,前,namae,吉田 大成,age,45,party,民主,status,新,namae,長谷川 剛,age,36,party,共産,status,新,namae,加藤 鮎子,age,35,party,自民,status,新,namae,佐藤 誠,age,66,party,無所,status,新,
