
block,宮崎1区,namae,松本 隆,age,53,party,共産,status,新,namae,村尾 英俊,age,51,party,民主,status,新,namae,武井 俊輔,age,39,party,自民,status,前,namae,外山 斎,age,38,party,維新,status,新,
block,宮崎2区,namae,江藤 拓,age,54,party,自民,status,前,namae,吉田 貴行,age,59,party,共産,status,新,
block,宮崎3区,namae,来住 一人,age,69,party,共産,status,新,namae,古川 禎久,age,49,party,自民,status,前,
