
block,岡山1区,namae,高井 崇志,age,45,party,維新,status,元,namae,向谷 千鳥,age,56,party,共産,status,新,namae,逢沢 一郎,age,60,party,自民,status,前,
block,岡山2区,namae,山下 貴司,age,49,party,自民,status,前,namae,津村 啓介,age,43,party,民主,status,前,namae,井上 素子,age,67,party,共産,status,新,
block,岡山3区,namae,阿部 俊子,age,55,party,自民,status,前,namae,古松 国昭,age,69,party,共産,status,新,namae,平沼 赳夫,age,75,party,次世,status,前,
block,岡山4区,namae,柚木 道義,age,42,party,民主,status,前,namae,橋本 岳,age,40,party,自民,status,前,namae,垣内 雄一,age,50,party,共産,status,新,
block,岡山5区,namae,美見 芳明,age,57,party,共産,status,新,namae,加藤 勝信,age,59,party,自民,status,前,
