佐賀1区,namae,原口 一博,age,53,party,民主,status,前,namae,岩田 和親,age,39,party,自民,status,新,namae,大森 斉,age,57,party,共産,status,新,,,
佐賀2区,namae,大串 博志,age,47,party,民主,status,前,namae,今村 雅弘,age,65,party,自民,status,前,namae,上村 泰稔,age,47,party,共産,status,新,,,
佐賀3区,namae,保利 耕輔,age,78,party,自民,status,前,namae,山口 勝弘,age,57,party,共産,status,新,,
