徳島1区,namae,古田 元則,age,64,party,共産,status,新,namae,福山 守,age,59,party,自民,status,新,namae,仙谷 由人,age,66,party,民主,status,前,,,
徳島2区,namae,手塚 弘司,age,51,party,共産,status,新,namae,山口 俊一,age,62,party,自民,status,前,namae,高井 美穂,age,41,party,民主,status,前,,,
徳島3区,namae,小松 由佳,age,30,party,諸派,status,新,namae,仁木 博文,age,46,party,民主,status,前,namae,後藤田 正純,age,43,party,自民,status,前,namae,谷内 智和,age,32,party,共産,status,新,,
